,failure_probability
16409,0.19762580580915384
16410,0.21181691310087
16411,0.2146560621170833
16412,0.3270290659548662
16413,0.2094492985374405
16414,0.2025754756409855
16415,0.16726465315906852
16416,0.21239622878447353
16417,0.16448554551591957
16418,0.1901795154140098
16419,0.179916472181314
16420,0.19028808603750363
16421,0.12839309827606862
16422,0.1978580569328751
16423,0.23576657466396453
16424,0.17129372968011325
16425,0.33696007803586386
16426,0.14208892535957557
16427,0.2618619575654607
16428,0.23177238460985347
16429,0.19705544404829686
16430,0.1532192086578461
16431,0.2635666617860299
16432,0.1394215232558929
16433,0.26392113872204964
16434,0.20060245887771383
16435,0.2104266687691509
16436,0.263963281064386
16437,0.4502492408249965
16438,0.273413453083331
16439,0.1740695272363975
16440,0.22932399069358028
16441,0.20760830992778803
16442,0.16604113944941976
16443,0.2694474245416661
16444,0.19146954337882172
16445,0.25709283207908457
16446,0.1709890818322112
16447,0.14223852124992653
16448,0.1692246360988539
16449,0.18804552349748138
16450,0.14934431898001044
16451,0.21912276342726708
16452,0.20113248723280996
16453,0.34776655188487315
16454,0.21000700031589378
16455,0.16592283041827988
16456,0.2661409811442546
16457,0.4043323354635353
16458,0.1730397969316847
16459,0.21281876131082722
16460,0.14435582390277443
16461,0.16538810384511152
16462,0.19659724790025204
16463,0.18067847845519103
16464,0.29317552756901427
16465,0.20030135768053925
16466,0.3585983366548903
16467,0.2013131720468857
16468,0.18266008467364903
16469,0.19866041761288963
16470,0.17695799657879205
16471,0.17796502945429216
16472,0.1845525767104574
16473,0.26654473077671303
16474,0.3005927609531943
16475,0.23074949927340938
16476,0.22581914340240464
16477,0.47711482003584477
16478,0.1340640056482887
16479,0.2224137223059113
16480,0.25652612582789686
16481,0.1874666249034061
16482,0.2096712015216307
16483,0.1842105951270903
16484,0.23258249828152833
16485,0.20943738002206302
16486,0.24645756382666645
16487,0.16764149978381013
16488,0.24099324696233132
16489,0.13873117612666655
16490,0.2254288553352106
16491,0.25388028791267214
16492,0.17896510215308498
16493,0.2085458655023058
16494,0.2819973914632469
16495,0.18715567817093223
16496,0.23786886533560594
16497,0.17374586186429927
16498,0.36168799401030616
16499,0.139734422838391
16500,0.23369063054824943
16501,0.19606873952318754
16502,0.1876062345228505
16503,0.1478217093915823
16504,0.20547767305387887
16505,0.3380113454715652
16506,0.22499845180663655
16507,0.33003395088017734
16508,0.20370817613070982
16509,0.19855331233519916
16510,0.12847829561041682
16511,0.12047388184249723
16512,0.19729904318330152
16513,0.23871358481124397
16514,0.23687636214375082
16515,0.21734413807693345
16516,0.21658879197942466
16517,0.18295059865482483
16518,0.2787854475657885
16519,0.24665102559411065
16520,0.2646420243079433
16521,0.19202761490915912
16522,0.2802510195375317
16523,0.1832465088944427
16524,0.275196003232741
16525,0.23544929588797814
16526,0.23793846218339038
16527,0.18553977947755365
16528,0.20475495391403195
16529,0.18274109775033304
16530,0.16960017074669256
16531,0.18713409029960296
16532,0.24648254698307803
16533,0.22136672394568507
16534,0.1777128474712994
16535,0.19471315221195984
16536,0.22651730257286998
16537,0.21050647357633165
16538,0.20609525318267263
16539,0.19075038401486935
16540,0.15676378417390788
16541,0.20995401573850525
16542,0.1986028077617122
16543,0.22236248563743474
16544,0.22442353416853678
16545,0.23042811950426245
16546,0.22046826971162514
16547,0.19744090454597574
16548,0.16673782443201202
16549,0.24532035501153537
16550,0.17672864006781974
16551,0.14463178473761698
16552,0.2368412833275032
16553,0.2180757133703212
16554,0.1639825881231375
16555,0.2200609439213928
16556,0.21909267461510515
16557,0.22484259209570426
16558,0.19981371539541157
16559,0.19616906965628647
16560,0.13521390429764849
16561,0.1984750491728366
16562,0.16716173505876014
16563,0.17923234304293245
16564,0.34965461915569335
16565,0.20965350165923488
16566,0.21764348504356895
16567,0.20209112649629998
16568,0.161308545711944
16569,0.12627775539192898
16570,0.2110309695013795
16571,0.20028522047989566
16572,0.18570077901932774
16573,0.20382075870018007
16574,0.2627202710036079
16575,0.29222113274211736
16576,0.22082069050899827
16577,0.22225144499996985
16578,0.21442276579607003
16579,0.24045039765962883
16580,0.16733904787339784
16581,0.16901748978175446
16582,0.24794502243768626
16583,0.2442341488098912
16584,0.19049940984486885
16585,0.4427009817274097
16586,0.2917956842737076
16587,0.2020745680477685
16588,0.22106939562034988
16589,0.19497159629685692
16590,0.2254662231372761
16591,0.182454146724236
16592,0.26258542652851885
16593,0.21518378795443235
16594,0.204032994215043
16595,0.12663737032204797
16596,0.19873431635226338
16597,0.2600638233683567
16598,0.3241823199200222
16599,0.2610148727209262
16600,0.19882688009426885
16601,0.3265582261041571
16602,0.2575761507122202
16603,0.18578502126839247
16604,0.26788003652546694
16605,0.20978964643697662
16606,0.13895282901756123
16607,0.24636613219623504
16608,0.19122004643192153
16609,0.18875920782040573
16610,0.21324963685866927
16611,0.27158384148707754
16612,0.18572541128784595
16613,0.1774296901098702
16614,0.2457869673933602
16615,0.1969349208922501
16616,0.31735371196407425
16617,0.16025787291444069
16618,0.2507539404878097
16619,0.17248477978980029
16620,0.15989748547245713
16621,0.34326911477616506
16622,0.3442939739217588
16623,0.13894531878781924
16624,0.2120913204234658
16625,0.15250955723579926
16626,0.20584646194288778
16627,0.44190993549869495
16628,0.1992445680497959
16629,0.21765075769815603
16630,0.26188805211901295
16631,0.18158210445804013
16632,0.19315775658621462
16633,0.23580164563655082
16634,0.2602621341822168
16635,0.17884024870134807
16636,0.2865838706205714
16637,0.19518220733513592
16638,0.15303501335995748
16639,0.16714792690858693
16640,0.16220505964711937
16641,0.15584502164309888
16642,0.19219669546261337
16643,0.26166937839638005
16644,0.17190115646738816
16645,0.179956776545144
16646,0.17441767242400233
16647,0.14842461692255873
16648,0.14412009712927037
16649,0.1702710132993206
16650,0.17297878033767128
16651,0.2357460325636848
16652,0.24440816198010115
16653,0.23232517889562976
16654,0.21093418350557322
16655,0.13995571903414983
16656,0.19840791615563197
16657,0.1528514244317013
16658,0.16072803478075604
16659,0.14513528252922928
16660,0.1785011997612217
16661,0.31854544725668044
16662,0.25363720584763527
16663,0.13208619774374572
16664,0.3680718652354638
16665,0.22832424025001283
16666,0.1481763807215768
16667,0.16880733416509228
16668,0.1643400260465316
16669,0.21327270884783447
16670,0.23061552954498996
16671,0.3517156071826916
16672,0.23134141613160847
16673,0.3240562575636084
16674,0.2376477132025819
16675,0.23146194224519798
16676,0.17707296513560697
16677,0.2989309745712489
16678,0.15793832981033268
16679,0.22635097157361186
16680,0.23482299091821618
16681,0.25746716965284255
16682,0.26064997962373404
16683,0.16208866857804147
16684,0.2237271016477946
16685,0.18774590325544324
16686,0.31749371840065693
16687,0.22872228627420227
16688,0.1992964863153879
16689,0.15880129251024744
16690,0.18083234738461204
16691,0.2402261411968648
16692,0.22440972706116197
16693,0.13317707015901778
16694,0.36477763970941646
16695,0.17935541954038578
16696,0.17620397923188566
16697,0.18053833823430573
16698,0.30867282072927504
16699,0.20688021058800876
16700,0.17223405769727387
16701,0.39766410370164024
16702,0.23150175375607207
16703,0.1652102722751509
16704,0.2844242726431032
16705,0.21050327111481063
16706,0.18525414176758312
16707,0.21943996609735278
16708,0.16114461092114932
16709,0.18108180994135017
16710,0.13936738164372858
16711,0.16680960379794396
16712,0.19609308709883966
16713,0.21038340635267738
16714,0.1940268035763976
16715,0.2008938428872847
16716,0.24250784133420844
16717,0.3089270329682316
16718,0.18525557012974425
16719,0.17128570872815785
16720,0.32526933611407177
16721,0.3237985830374539
16722,0.140996223721468
16723,0.1953870801982272
16724,0.23713482443446435
16725,0.16633801337703666
16726,0.17467793620056865
16727,0.2686560568291073
16728,0.17885619252207816
16729,0.18209579287339417
16730,0.3671146096736546
16731,0.2999525151137771
16732,0.16775365903344733
16733,0.14574179076747715
16734,0.20297405368056146
16735,0.2264131657651397
16736,0.21427373916313522
16737,0.15693464956255748
16738,0.2476514367170868
16739,0.1695096241599184
16740,0.16777799927243958
16741,0.14882336149283423
16742,0.26714418654596306
16743,0.15624936583574303
16744,0.2701844806933034
16745,0.17441395531886053
16746,0.17362849281725853
16747,0.2871725932290442
16748,0.17514063064805527
16749,0.14766258135457572
16750,0.19299581602830962
16751,0.1547781677811857
16752,0.28244803587116984
16753,0.1757551052294464
16754,0.15151757458970558
16755,0.24419857108892357
16756,0.16388878691080963
16757,0.1757140760299053
16758,0.22564473930874165
16759,0.16312572678100892
16760,0.23453362538653694
16761,0.4224409652772309
16762,0.31271738808651806
16763,0.19108026357634092
16764,0.26328204164262403
16765,0.17168468446523816
16766,0.21166530360633357
16767,0.18207980928440468
16768,0.3015716787222098
16769,0.20656295246029532
16770,0.18023854834928088
16771,0.16564887152915686
16772,0.17461380641044869
16773,0.16033294048255656
16774,0.21318863205910818
16775,0.16234973350561185
16776,0.19184632978667476
16777,0.16448224986690457
16778,0.1939536792791051
16779,0.30558608409921206
16780,0.2047388945002443
16781,0.16228523130379988
16782,0.20704470578795445
16783,0.15967169360489786
16784,0.21955306887114098
16785,0.226638661224133
16786,0.2135887723761661
16787,0.18884045380406378
16788,0.17900307497851323
16789,0.35008049628264887
16790,0.16258663924026492
16791,0.17931469170591982
16792,0.3218706749921811
16793,0.1797894311879175
16794,0.35045690218166986
16795,0.4905894061405589
16796,0.2804578684477541
16797,0.192933419886885
16798,0.2521803306123671
16799,0.23638823125786826
16800,0.22090679141635283
16801,0.28866863393765096
16802,0.1685111389066942
16803,0.2552067375747786
16804,0.31871619949618635
16805,0.12681545780908893
16806,0.20685357434159535
16807,0.16328966038180695
16808,0.29717531125398106
16809,0.23088639193884264
16810,0.2927766185239232
16811,0.18124683784518858
16812,0.1760707076595223
16813,0.2980238415995194
16814,0.36135647803553234
16815,0.3460311937134371
16816,0.17612529360121887
16817,0.17556975240405398
16818,0.2640919511867702
16819,0.15699175447237207
16820,0.20202938440595633
16821,0.22423356187295215
16822,0.2382544922306654
16823,0.17496923434657222
16824,0.2962095178082658
16825,0.22222732305476836
16826,0.3234138377503915
16827,0.15062106990878588
16828,0.2200361372083159
16829,0.3576746072035595
16830,0.1791396380540138
16831,0.29833060478479545
16832,0.27105081151351973
16833,0.21508253305106673
16834,0.27763363764541965
16835,0.13663917514473573
16836,0.21228261622108788
16837,0.26204802168625013
16838,0.1605711369679812
16839,0.12600281142043634
16840,0.3771393999486845
16841,0.17841211789318412
16842,0.22975376097241024
16843,0.1827576631621386
16844,0.2563286589648595
16845,0.2439496190640104
16846,0.18888962968268472
16847,0.2804177412178641
16848,0.2306500583470646
16849,0.2512572706258239
16850,0.1610311841949777
16851,0.2035086390050138
16852,0.20043681807275474
16853,0.20630268862978673
16854,0.1606695387351771
16855,0.15619702638864383
16856,0.31517673914884264
16857,0.24834139742441952
16858,0.19491250159408666
16859,0.2620583515083911
16860,0.18706915769737378
16861,0.2226566025898815
16862,0.2173536843256141
16863,0.19749029434426912
16864,0.4170072024502706
16865,0.1899972211896087
16866,0.18615293341289246
16867,0.13970631812381226
16868,0.18538315939216438
16869,0.18677377645106075
16870,0.182542193885098
16871,0.19474066251227934
16872,0.1362655746165016
16873,0.2684397484767558
16874,0.15835147754280576
16875,0.22764480089813904
16876,0.2167701150852821
16877,0.1366688864337154
16878,0.17620328586769105
16879,0.2590994718281657
16880,0.20103678757351692
16881,0.27420666754601003
16882,0.20975291309100266
16883,0.19887101798862153
16884,0.18195661128095048
16885,0.27283346050063007
16886,0.27832478574318614
16887,0.12656328200328487
16888,0.18580581563947146
16889,0.20168231486547647
16890,0.3488996017110703
16891,0.2684533681423866
16892,0.18748764502983967
16893,0.21908639613087802
16894,0.25611094054785866
16895,0.2512572315932217
16896,0.22327807477695666
16897,0.22793940428243253
16898,0.09493094426184638
16899,0.1787644791650073
16900,0.2552112243735495
16901,0.13112871557954067
16902,0.1331102097795412
16903,0.1849139225905501
16904,0.2578061827374028
16905,0.12214845143252735
16906,0.1421790351808519
16907,0.14609682513741415
16908,0.28754189484897863
16909,0.17152634099456046
16910,0.2076060597313991
16911,0.2006405781506461
16912,0.25479790215919307
16913,0.16934953471093023
16914,0.15801192518763071
16915,0.19135728136687588
16916,0.2293937306790462
16917,0.2093216805663345
16918,0.22803160480402357
16919,0.22887049321993455
16920,0.17632683018206707
16921,0.2348569319197371
16922,0.1768804817279559
16923,0.196608900629976
16924,0.15872264179050857
16925,0.19331301698558503
16926,0.23001525918119717
16927,0.24208457838775138
16928,0.13087267749505901
16929,0.19733193227918136
16930,0.24982227085356465
16931,0.2279511226340097
16932,0.21078779574512807
16933,0.23293691043654538
16934,0.1650017647110704
16935,0.23144304549952324
16936,0.2731225037206206
16937,0.1886737436069674
16938,0.3120691033816133
16939,0.179557934154477
16940,0.1858460371993208
16941,0.174944014258334
16942,0.20369261254546256
16943,0.3153915797519948
16944,0.33584130220125014
16945,0.39028419662862146
16946,0.2735805692105452
16947,0.1852561495447627
16948,0.18714043586201257
16949,0.21665402758019436
16950,0.17173283287738594
16951,0.18100121611237185
16952,0.1884673126535216
16953,0.2055920360145354
16954,0.13384058072298055
16955,0.14420750084756673
16956,0.2184208823246025
16957,0.20927365545695922
16958,0.27750785103618153
16959,0.17296424669998506
16960,0.1514537568003879
16961,0.18978989349378544
16962,0.16816337275344895
16963,0.21604524485223928
16964,0.23028662690624266
16965,0.20857470951574844
16966,0.20466093920089057
16967,0.20759854624642804
16968,0.16438467406819232
16969,0.15986714330280796
16970,0.15793244300304343
16971,0.2162651111354418
16972,0.308707779262827
16973,0.19036615418699332
16974,0.3708551661108803
16975,0.25648373823345594
16976,0.22885448101902764
16977,0.15206802461486232
16978,0.26214047285409314
16979,0.25090422179509575
16980,0.18675790758932412
16981,0.2751758118590662
16982,0.15326714068837882
16983,0.1773445218147739
16984,0.22977582444879094
16985,0.18036652869607087
16986,0.21527847749516427
16987,0.17407649469981334
16988,0.23414009266873417
16989,0.2085647898107142
16990,0.18563313105751936
16991,0.19079029974653042
16992,0.20993931124889734
16993,0.2420950880260608
16994,0.14134041262527322
16995,0.19397390496756997
16996,0.26328643932947293
16997,0.28557442054237153
16998,0.22839486764847164
16999,0.20428447483097464
17000,0.2729232815285767
17001,0.29874888594722676
17002,0.1455633799437752
17003,0.16912502528854667
17004,0.2738124289834624
17005,0.1335394747868072
17006,0.13644959152758535
17007,0.1762679399121948
17008,0.25525100997913375
17009,0.20772375892925288
17010,0.1503172195060105
17011,0.17024994456532216
17012,0.24089616176338055
17013,0.2413407048373228
17014,0.30007462646567873
17015,0.16068409382929144
17016,0.171499025162429
17017,0.24904931286717052
17018,0.20953014643005444
17019,0.19705865934811817
17020,0.1749283929269249
17021,0.1868307206009959
17022,0.22497374459503694
17023,0.21849143008231786
17024,0.1739345737560946
17025,0.18564629351084969
17026,0.2699895456420109
17027,0.13819225459132534
17028,0.17184907743837263
17029,0.19160228105641317
17030,0.18924050539342038
17031,0.2762477078016545
17032,0.2552526425459899
17033,0.23389373518349563
17034,0.3433330178472484
17035,0.23416085619821247
17036,0.2525163036941774
17037,0.2676206129054593
17038,0.16876189825205173
17039,0.37502274874665487
17040,0.2644597531219581
17041,0.20291339934427616
17042,0.1636675346037546
17043,0.2774422815403785
17044,0.2197851139182635
17045,0.2284376157924631
17046,0.238299418328899
17047,0.24547008717849592
17048,0.13005128564429755
17049,0.22268454002973523
17050,0.15689354210185955
17051,0.17492179301226377
17052,0.25004847966264115
17053,0.2162617035132621
17054,0.1963342178299902
17055,0.1449403353616387
17056,0.21615315184638337
17057,0.17856296945364472
17058,0.17894460590065137
17059,0.4133427552742335
17060,0.44158773185685607
17061,0.1516605612408903
17062,0.2130896828385956
17063,0.11804027442385212
17064,0.3359361117002327
17065,0.19459473750932554
17066,0.18472304795140942
17067,0.2028747187347585
17068,0.16953471053607358
17069,0.19565932993050653
17070,0.16565683168125564
17071,0.10492985806984864
17072,0.17496677373745978
17073,0.1576373332163018
17074,0.2843324331471744
17075,0.24563707323742556
17076,0.1941494895802225
17077,0.23220478092368316
17078,0.18874191166272697
17079,0.2012711376979688
17080,0.19126195616214323
17081,0.20572645673444767
17082,0.24703975804314302
17083,0.17262819738002866
17084,0.17881637964051378
17085,0.11756461013214226
17086,0.1577424829587459
17087,0.15320899776614438
17088,0.12383919135240887
17089,0.22686160408358047
17090,0.2171032730115107
17091,0.1527141560963208
17092,0.33519628390207157
17093,0.17403724851337207
17094,0.3397817146090093
17095,0.21963603294775597
17096,0.1785695462174706
17097,0.19339990674672522
17098,0.22605070678757708
17099,0.17144969876449534
17100,0.320371049083238
17101,0.1978841248002244
17102,0.314203230452992
17103,0.14012808779434455
17104,0.21664764928714755
17105,0.219816089163881
17106,0.16695734501907775
17107,0.2132076333614923
17108,0.5563031761446697
17109,0.24789113123783282
17110,0.16319511330445693
17111,0.20743951990887935
17112,0.18058759814669112
17113,0.1632102134415643
17114,0.3126876985953743
17115,0.2452941674082487
17116,0.1796895065317089
17117,0.1773661541889996
17118,0.2730386325281561
17119,0.16052852018660466
17120,0.1339993435890068
17121,0.18423970694676708
17122,0.18750667706290203
17123,0.22657352880875978
17124,0.23264253074057517
17125,0.1609338207994341
17126,0.17336578237925132
17127,0.19646158193414298
17128,0.16544010266702366
17129,0.3279590748736082
17130,0.16425426699050852
17131,0.2699030133348276
17132,0.20361608240160234
17133,0.14604481249801135
17134,0.34143655663097267
17135,0.17981439641833707
17136,0.14369869099427982
17137,0.20463030028084572
17138,0.37318579745699143
17139,0.23121930443092112
17140,0.3915987253194735
17141,0.3112273704510291
17142,0.23817961738910234
17143,0.16715299808778705
17144,0.20666589348659456
17145,0.21491459093224527
17146,0.29148916753724247
17147,0.23910723389863
17148,0.17944151529167154
17149,0.2364770679734769
17150,0.1879718476640992
17151,0.2747608532198724
17152,0.1631805777441272
17153,0.1797484152563754
17154,0.251522186360755
17155,0.44597657708962135
17156,0.27682637737986815
17157,0.17692084994892462
17158,0.2805552060844895
17159,0.21175992285604492
17160,0.24511125702575415
17161,0.2684454454717965
17162,0.24356259949156284
17163,0.38551580105938915
17164,0.12418476857574265
17165,0.21599758161922078
17166,0.21062512173036627
17167,0.15126655739053438
17168,0.14680791202974583
17169,0.24909720269254035
17170,0.18374669494439627
17171,0.23078490205530802
17172,0.17057091461440727
17173,0.1912417230677913
17174,0.26245782508757465
17175,0.30049250036450587
17176,0.2699940035434859
17177,0.21220785212747098
17178,0.16548410210838307
17179,0.28123810692183876
17180,0.23613706639701612
17181,0.21374853792999848
17182,0.1750834922645057
17183,0.18296392138810516
17184,0.2646016768807125
17185,0.13080454925840476
17186,0.1969011040498075
17187,0.14101955868217828
17188,0.20597937632577737
17189,0.29948080175324626
17190,0.203896159898179
17191,0.1954500778267091
17192,0.2181684637022568
17193,0.36444128574843854
17194,0.18079630253660003
17195,0.17691999745171838
17196,0.2128945260080473
17197,0.20528773044975301
17198,0.3218502390184817
17199,0.17273168842350017
17200,0.19686770044364763
17201,0.219146066293642
17202,0.18825246896289985
17203,0.2842314395606798
17204,0.16817677584175017
17205,0.3311470732135362
17206,0.2023955670056606
17207,0.2152381192916536
17208,0.20276701205444334
17209,0.18186030279501839
17210,0.2647527583312932
17211,0.12015114821032939
17212,0.28265692500496215
17213,0.14289169979307859
17214,0.1655294181729454
17215,0.22848866902927134
17216,0.22091315184218155
17217,0.2194609561667278
17218,0.19715570275535851
17219,0.19223062405996344
17220,0.2513647534496577
17221,0.19839386473451742
17222,0.16564653808451643
17223,0.1854678995923539
17224,0.23075756576581952
17225,0.1782939988282163
17226,0.2522476306033711
17227,0.17312123459095877
17228,0.1764285692401622
17229,0.23752979435425559
17230,0.278640369010573
17231,0.16797071132676347
17232,0.3585828254412105
17233,0.239851900052183
17234,0.17094439312600268
17235,0.22149677618149843
17236,0.1881525526241035
17237,0.17588888831332306
17238,0.19466282713140007
17239,0.1693001993993302
17240,0.1550253821584578
17241,0.19798780068213406
17242,0.19417350848091366
17243,0.17169209115807665
17244,0.3914743121726294
17245,0.37156452213530083
17246,0.20085113765959725
17247,0.3042845868894126
17248,0.293943677590266
17249,0.3035578033669046
17250,0.14811054688295078
17251,0.20409929713582897
17252,0.20443153100115613
17253,0.22541466829085133
17254,0.24303248100892708
17255,0.21946357560608293
17256,0.1939498211624172
17257,0.22880339123167492
17258,0.38522195310904045
17259,0.20354122472486458
17260,0.15551779281118588
17261,0.19082022511719943
17262,0.1726039657749431
17263,0.17908333284427763
17264,0.14835725586341594
17265,0.26287702405779284
17266,0.3329575440492924
17267,0.2072192623730348
17268,0.22116189474611264
17269,0.3019001892912616
17270,0.17511581047020505
17271,0.26289148489862785
17272,0.17596226469681395
17273,0.1710350141216142
17274,0.20594940523645175
17275,0.14932493004109915
